msisdn;churn_inactivity_propensity_score;churn_inactivity_expected_total_loss;target;delivery_date
12369;0.145313483479892;1.92021388884143;tg;2013-08-11
14088;0.145189197760875;1.55559854743795;tg;2013-08-11
988;0.144901534691665;2.32877466468748;tg;2013-08-11
8237;0.144298886692809;2.88597773385619;tg;2013-08-11
3711;0.141682430444858;2.27703906072093;tg;2013-08-11
7898;0.139890298323756;2.34815857900591;tg;2013-08-11
4940;0.135753358593023;2.3756837753779;tg;2013-08-11
9224;0.134539000084572;2.21028357281796;tg;2013-08-11
12678;0.12966820611953;2.68598426961883;tg;2013-08-11
8801;0.127166877703476;2.3616705859217;tg;2013-08-11
8368;0.126813572291133;2.89859593808304;tg;2013-08-11
6414;0.12613124583062;2.92804677821083;tg;2013-08-11
13392;0.125503400536414;1.65843779280262;tg;2013-08-11
12966;0.123472175541643;2.11666586642816;tg;2013-08-11
8978;0.120874108709718;3.23769934043887;cg;2013-08-11
14070;0.11865913978114;1.94940015354729;tg;2013-08-11
5840;0.117855806321514;2.02038525122595;tg;2013-08-11
3231;0.117358431059102;1.84420391664304;tg;2013-08-11
5756;0.116585280456536;3.28937041288084;tg;2013-08-11
12597;0.116067740446585;2.27990204448649;tg;2013-08-11
6182;0.114650222361602;1.8016463513966;tg;2013-08-11
6050;0.110859100870532;1.70247904908317;tg;2013-08-11
7029;0.108897189786153;1.7112415537824;tg;2013-08-11
14686;0.10750059533491;1.61250893002365;tg;2013-08-11
14940;0.107381229079371;1.95587238680283;tg;2013-08-11
10884;0.107024995603551;1.29958923232883;tg;2013-08-11
2467;0.106911821686738;2.48188157487071;tg;2013-08-11
1559;0.10602954855968;1.43897244473851;tg;2013-08-11
1375;0.103845228645554;1.59476601134243;cg;2013-08-11
2439;0.102442898176059;2.01227121417259;tg;2013-08-11
2418;0.102352572621296;2.01049696220403;tg;2013-08-11
9519;0.101855037046981;1.85521674621287;tg;2013-08-11
5068;0.101467511806953;1.95687344199123;tg;2013-08-11
12130;0.100704127581839;2.30180863044204;tg;2013-08-11
7688;0.100374053990475;1.46976293343196;tg;2013-08-11
14545;0.100195273123201;1.50292909684801;tg;2013-08-11
2160;0.0998532902649356;1.21250423893136;tg;2013-08-11
9929;0.0989696766646554;1.30781358449723;tg;2013-08-11
10770;0.0985476422856439;2.11173519183523;tg;2013-08-11
1037;0.0982883337351118;0.491441668675559;tg;2013-08-11
8829;0.0978673841363707;2.41173196621771;tg;2013-08-11
1695;0.0977836218851967;1.88582699350022;tg;2013-08-11
3259;0.0976400891959336;1.01127235238645;tg;2013-08-11
3736;0.0972351212137994;0.902897554128137;tg;2013-08-11
2522;0.0966504712367763;1.62234719576017;tg;2013-08-11
481;0.0957764397228137;1.36823485318305;cg;2013-08-11
12895;0.0934787554147059;1.86957510829412;tg;2013-08-11
3470;0.0930493475690673;1.76129122184306;tg;2013-08-11
9921;0.0928250909865859;2.08856454719818;tg;2013-08-11
2287;0.0922783091892317;2.14217503475002;tg;2013-08-11
593;0.0916615552976235;1.50586840846096;tg;2013-08-11
2952;0.0911348705840274;1.07408954616889;tg;2013-08-11
11575;0.0911169475428417;1.36675421314263;tg;2013-08-11
6936;0.0908796716873918;1.72022235693992;tg;2013-08-11
3069;0.0907559561778879;0.875146720286776;cg;2013-08-11
11506;0.0901581408899915;1.19137543318917;tg;2013-08-11
8290;0.0900152411255189;1.28593201607884;tg;2013-08-11
12794;0.0898217165889197;1.63603840929818;tg;2013-08-11
7536;0.08874203015385;1.48959836329677;tg;2013-08-11
4505;0.0887368934668729;1.42612864500331;tg;2013-08-11
5276;0.0887168547977216;0.760430183980471;cg;2013-08-11
11004;0.0886713660231119;2.81848270573463;tg;2013-08-11
1525;0.0885739872959815;0.759205605394127;tg;2013-08-11
3865;0.0884839967623058;2.21209991905764;tg;2013-08-11
1537;0.0884621915773428;1.73765019169781;tg;2013-08-11
11067;0.0882772649917336;2.49067997655248;tg;2013-08-11
4733;0.0880658328903802;1.28953541018057;tg;2013-08-11
11373;0.0879184813713513;1.31877722057027;cg;2013-08-11
11720;0.0877812465877737;1.31671869881661;tg;2013-08-11
10832;0.0869613150501973;1.14913166316332;cg;2013-08-11
1494;0.0869246034403595;2.35938209338119;tg;2013-08-11
2468;0.0867824819408809;1.76664338236793;tg;2013-08-11
12760;0.086782477072931;1.51869334877629;tg;2013-08-11
13188;0.0863129059935711;1.4488237791778;tg;2013-08-11
13306;0.0862439410017705;1.69407741253478;cg;2013-08-11
216;0.0861978220135209;1.26218239376941;tg;2013-08-11
2661;0.0861561759115341;2.92315596842705;tg;2013-08-11
14818;0.0859465319463825;2.27144405858297;tg;2013-08-11
9482;0.0857828976732338;1.28674346509851;tg;2013-08-11
982;0.0857659717284415;0.735136900529498;tg;2013-08-11
8572;0.0855598432727867;2.29178151623536;tg;2013-08-11
14492;0.0854371761112679;0.7018053751997;cg;2013-08-11
5260;0.0852922179971921;1.58399833423357;tg;2013-08-11
13780;0.0851785850388567;1.30809969881101;tg;2013-08-11
522;0.0849762651017522;1.5477819714962;tg;2013-08-11
13117;0.0845688779771531;0.936298291889909;tg;2013-08-11
8405;0.0843955566829433;1.38649843121978;tg;2013-08-11
4195;0.0840999521573153;1.17139219076261;tg;2013-08-11
14271;0.0838699366679211;0.868652915489183;tg;2013-08-11
7775;0.0837978191981343;1.49638962853811;tg;2013-08-11
1350;0.0837786673224157;1.40628477291198;tg;2013-08-11
11901;0.0837258644175712;1.55490891061204;tg;2013-08-11
3617;0.0836606410722584;1.67321282144517;tg;2013-08-11
3849;0.0835387272990409;1.67077454598082;tg;2013-08-11
8160;0.0834196316260552;1.54922173019817;cg;2013-08-11
8446;0.083256781365179;1.69487019207686;tg;2013-08-11
2658;0.0830611738221337;1.6315587715062;tg;2013-08-11
8901;0.0829226563695407;1.18460937670772;tg;2013-08-11
11138;0.0827368992401643;1.56609130704597;cg;2013-08-11
13410;0.0827181378212589;1.65436275642518;cg;2013-08-11
4351;0.082641585611333;2.3021584563157;tg;2013-08-11
1029;0.0824228310377735;1.0597221133428;tg;2013-08-11
3809;0.0819750322656086;1.43456306464815;tg;2013-08-11
5304;0.0818673064386897;1.6665844525019;tg;2013-08-11
5381;0.0817356778203198;1.51794830237737;tg;2013-08-11
6269;0.0817118132707994;1.05058045633885;tg;2013-08-11
548;0.0816030817760938;1.42805393108164;tg;2013-08-11
11097;0.0815810192514017;1.07803489725067;cg;2013-08-11
896;0.0815173712961756;1.77591416038097;tg;2013-08-11
12265;0.0813067611577307;1.71324961010932;tg;2013-08-11
3803;0.0810217054644791;0.983834994925818;cg;2013-08-11
13901;0.0809951219952369;1.18600000064454;tg;2013-08-11
5311;0.0809249180010888;1.27167728287425;tg;2013-08-11
12140;0.0808832967961685;1.12658877680378;tg;2013-08-11
8895;0.080824965829556;0.894847835970084;tg;2013-08-11
6102;0.0808166495595669;0.779303406467252;tg;2013-08-11
5301;0.0807335224847743;1.38400324259613;tg;2013-08-11
11118;0.0804129125770473;1.32106927805149;cg;2013-08-11
9581;0.0804042809701864;1.26349584381721;tg;2013-08-11
8251;0.0799395107709384;0.628096156057373;tg;2013-08-11
403;0.0798483450478957;0.627379853947752;tg;2013-08-11
1643;0.0798358362219974;1.02646075142568;tg;2013-08-11
10212;0.0798127132076168;2.08083145148429;tg;2013-08-11
9233;0.0797277908356304;0.968123174432655;cg;2013-08-11
11954;0.0796682258548851;1.19502338782328;cg;2013-08-11
14239;0.0795854444920832;1.3074751595128;cg;2013-08-11
7703;0.0795814333655157;1.96111389365021;cg;2013-08-11
1977;0.0794775228882442;1.67470494657372;tg;2013-08-11
710;0.0793857202725453;1.21913784704266;tg;2013-08-11
362;0.0791937655591281;2.29096250367478;cg;2013-08-11
11527;0.0790969936130275;1.07345919903394;tg;2013-08-11
7189;0.0788362619171584;1.32332296789516;tg;2013-08-11
13199;0.0787207117292043;1.91178871342353;tg;2013-08-11
6611;0.0786263055645655;1.23555623030031;tg;2013-08-11
1775;0.0785752105176509;0.926064981100886;tg;2013-08-11
4959;0.0784718279883466;1.93377004685568;tg;2013-08-11
12414;0.0784385706327778;1.20459233471766;tg;2013-08-11
14388;0.0782131471260756;0.726264937599274;tg;2013-08-11
4237;0.0779400316513789;1.64230780979691;tg;2013-08-11
9880;0.0778865801299555;1.47428169531702;tg;2013-08-11
12450;0.0776011411692675;1.33030527718744;tg;2013-08-11
6097;0.0775303224516216;1.16295483677432;tg;2013-08-11
12418;0.0773872797850542;0.994979311522126;tg;2013-08-11
4598;0.077324980843089;1.46365142310133;cg;2013-08-11
13558;0.0772714413325613;1.29705633665371;cg;2013-08-11
9652;0.0771227670901612;1.15684150635242;tg;2013-08-11
4217;0.0770676474824488;3.00013341985247;tg;2013-08-11
2787;0.0770459439715448;1.12817275101191;tg;2013-08-11
11098;0.0767501518006778;1.17866304551041;tg;2013-08-11
7729;0.0767396496315337;0.931838602668624;tg;2013-08-11
10697;0.0766698286178858;0.848844531126592;tg;2013-08-11
7678;0.0766684788041633;0.794066387614549;tg;2013-08-11
6304;0.0766564926388385;2.43658137316308;cg;2013-08-11
2;0.0765332590703607;0.327999681730117;tg;2013-08-11
9618;0.0762819595518417;0.43589691172481;tg;2013-08-11
12773;0.0762256681296488;1.06171466323439;tg;2013-08-11
1067;0.0762244343069522;0.92558241658442;tg;2013-08-11
2074;0.0760960412468769;1.25014924905583;tg;2013-08-11
13484;0.0755692706520713;1.10655003454819;tg;2013-08-11
8456;0.0751741532930964;0.805437356711747;tg;2013-08-11
7160;0.0751198407079096;0.6170558343864;tg;2013-08-11
1324;0.0747794780194572;1.28193390890498;tg;2013-08-11
6713;0.074760180323651;1.30830315566389;tg;2013-08-11
3833;0.0746985616567094;0.827019789770712;cg;2013-08-11
8713;0.0746148423740023;1.30575974154504;tg;2013-08-11
7803;0.0744179061329169;1.19600206285045;tg;2013-08-11
9444;0.0741535892355949;0.635602193447956;tg;2013-08-11
14987;0.0740482374554346;1.21650675819643;tg;2013-08-11
14238;0.0739747789352226;1.82294990947513;tg;2013-08-11
8484;0.0739365669192738;1.08264258703222;tg;2013-08-11
12657;0.0736434295157806;0.315614697924774;tg;2013-08-11
12385;0.0736202629907378;0.709909678839257;tg;2013-08-11
7484;0.073510205942972;0.840116639348252;tg;2013-08-11
6599;0.0734844947759708;1.31222312099948;tg;2013-08-11
6374;0.0734220995183624;1.65199723916315;tg;2013-08-11
12097;0.0734078088569623;1.28463665499684;tg;2013-08-11
5902;0.0734062440184105;0.996227597392714;tg;2013-08-11
8579;0.0732919358074062;0.811446432153426;tg;2013-08-11
3384;0.0732015439578019;1.35945724493061;cg;2013-08-11
1644;0.0732005074345695;0.915006342932118;tg;2013-08-11
11263;0.0731692016073778;1.28046102812911;tg;2013-08-11
14049;0.0730037769551394;0.78218332451935;tg;2013-08-11
14688;0.0729899010851196;1.45979802170239;tg;2013-08-11
11070;0.0729308160843373;0.963728641114457;tg;2013-08-11
12039;0.0727652307053898;1.61123010847649;tg;2013-08-11
5323;0.0727222200042451;1.16874996435394;tg;2013-08-11
1270;0.0726102386057751;0.492712333396331;tg;2013-08-11
9730;0.0725029975299436;1.08754496294915;tg;2013-08-11
753;0.0724170871142808;0.646581134948936;tg;2013-08-11
598;0.0722987270796314;0.387314609355168;tg;2013-08-11
9691;0.072237023842495;1.03195748346421;tg;2013-08-11
13272;0.072223389516529;1.16073304580136;cg;2013-08-11
10870;0.0722110731248788;1.47001113147075;tg;2013-08-11
10570;0.0721483294802299;1.13375946326076;tg;2013-08-11
2519;0.0721139853894396;1.39076971822491;cg;2013-08-11
9527;0.0721023873097702;1.62230371446983;tg;2013-08-11
13357;0.0720434872911049;1.72389773160858;tg;2013-08-11
961;0.0719818983263493;0.874065908248527;tg;2013-08-11
8367;0.0718364827733554;1.48804142887665;tg;2013-08-11
35;0.0714549114669033;1.27598056190899;cg;2013-08-11
2113;0.0712754860929356;1.3236875988688;tg;2013-08-11
12796;0.0712065307892003;1.32240700037086;tg;2013-08-11
7440;0.0711524376308255;1.52469509208912;tg;2013-08-11
12702;0.0711516878504878;1.29597717156246;tg;2013-08-11
4820;0.0710193657579243;1.49647949275626;tg;2013-08-11
8952;0.0709051286269977;0.506465204478555;tg;2013-08-11
8049;0.0708760643224148;1.29095688587256;tg;2013-08-11
4910;0.0707565773039391;1.21296989663896;tg;2013-08-11
14612;0.0706346744877216;1.21088013407523;tg;2013-08-11
12976;0.070627820124451;1.00896885892073;tg;2013-08-11
5557;0.0706166107306393;1.0340289428415;tg;2013-08-11
1758;0.0706032226427847;2.04245036930913;tg;2013-08-11
6915;0.0703411778016861;1.60779834975282;tg;2013-08-11
313;0.070245861782863;1.20421477342051;tg;2013-08-11
12435;0.0701982251154196;1.25353973420392;tg;2013-08-11
10055;0.0701607739028403;0.476090965769273;tg;2013-08-11
6003;0.0701228496421208;1.50263249233116;tg;2013-08-11
2223;0.0701162069035157;0.600996059172992;tg;2013-08-11
12078;0.0701149213700311;0.77627234373963;tg;2013-08-11
2633;0.0701011033469582;1.17669709189537;tg;2013-08-11
7724;0.0700695898328125;1.27626752909766;tg;2013-08-11
12955;0.0700450249423169;1.5009648201925;cg;2013-08-11
5715;0.0699498850137384;1.22412298774042;tg;2013-08-11
8907;0.0698468711983988;0.823195267695414;tg;2013-08-11
9139;0.0698380938475885;1.42170405332591;tg;2013-08-11
12529;0.0697871391616701;1.64498256595365;tg;2013-08-11
12655;0.0695783031677664;1.56551182127474;tg;2013-08-11
5663;0.0695654087259446;1.01863634205847;tg;2013-08-11
4953;0.0694282703291436;1.38856540658287;tg;2013-08-11
4421;0.0693425683934886;0.76772129292791;tg;2013-08-11
14916;0.0692278031266501;1.43400449333775;cg;2013-08-11
8867;0.0690894302361567;0.863617877951959;tg;2013-08-11
7192;0.0689531366653328;1.97008961900951;tg;2013-08-11
788;0.0688293496232943;0.860366870291179;tg;2013-08-11
11568;0.068738640838243;1.62026796261573;tg;2013-08-11
13164;0.0687140916763366;1.66877079785389;cg;2013-08-11
6879;0.0685857780942747;0.587878097950926;cg;2013-08-11
7802;0.0685716575349406;0.832655841495707;tg;2013-08-11
10661;0.068543055972925;1.34638145661103;tg;2013-08-11
4794;0.068528103043324;1.34608773835101;cg;2013-08-11
7945;0.0684927782592641;1.49216409779111;tg;2013-08-11
12634;0.068208954755045;1.63214284592429;tg;2013-08-11
11206;0.0679166500696988;0.703422447150452;tg;2013-08-11
9041;0.0677649197678358;0.7018509547383;tg;2013-08-11
3198;0.067651193778177;1.1838958911181;tg;2013-08-11
13151;0.0675878449522289;0.627601417413554;tg;2013-08-11
1292;0.0675276341635949;1.47113774427832;tg;2013-08-11
4712;0.0675225618670829;0.964608026672613;tg;2013-08-11
13576;0.0674751082033682;0.626554576174133;tg;2013-08-11
9384;0.0674236095172209;0.698315955714073;cg;2013-08-11
762;0.0672297562233623;0.960425088905176;tg;2013-08-11
10146;0.0671392863139245;1.48665562552261;tg;2013-08-11
11247;0.0670700132216992;1.62884317824127;tg;2013-08-11
5533;0.06663506865987;0.856736597055471;tg;2013-08-11
14939;0.0665505809963246;1.47362000777576;tg;2013-08-11
12620;0.0664697672094977;0.830872090118721;tg;2013-08-11
338;0.0664198068152956;0.355820393653369;tg;2013-08-11
6319;0.0663898202314888;0.948426003306982;tg;2013-08-11
12609;0.0663749294532751;0.80598128621834;tg;2013-08-11
5922;0.0663698121835507;1.37480325237355;tg;2013-08-11
4178;0.0662970775873536;1.3022640240373;tg;2013-08-11
5554;0.0662788894464742;1.13620953336813;tg;2013-08-11
10857;0.0661890151661953;2.36389339879269;tg;2013-08-11
239;0.0660628190537507;1.39203797291832;tg;2013-08-11
12691;0.0658890358647152;0.611826761600927;tg;2013-08-11
1336;0.065885542526633;0.800038730680544;tg;2013-08-11
14851;0.0657879685252681;0.869341012655329;tg;2013-08-11
8915;0.0656524623394791;0.937892319135416;tg;2013-08-11
3084;0.0655766367193858;1.10075068778969;tg;2013-08-11
9669;0.0655588192367924;1.40483184078841;tg;2013-08-11
1657;0.0655018853931865;1.02931534189293;tg;2013-08-11
13041;0.0654943958957427;1.00580679411319;tg;2013-08-11
9706;0.0654829530996668;0.865310451674169;tg;2013-08-11
7295;0.0654100536866124;1.33156180719175;tg;2013-08-11
8157;0.06537639651596;0.607066539076772;tg;2013-08-11
9897;0.0653012404805671;1.11944983680972;tg;2013-08-11
12287;0.0652820773519142;0.862656022150294;tg;2013-08-11
2593;0.0651963867161153;0.605395019506785;tg;2013-08-11
3615;0.0651029249351001;1.09279909712489;tg;2013-08-11
4541;0.065044320817502;1.09181538515093;tg;2013-08-11
3029;0.0650059221526415;0.951872431520822;tg;2013-08-11
4916;0.0648182572599647;1.75935269705618;tg;2013-08-11
2888;0.0648080001184048;1.15728571640009;tg;2013-08-11
1451;0.0647840718081035;1.20313276215049;tg;2013-08-11
1660;0.0647423738507384;0.809279673134231;cg;2013-08-11
8425;0.0647412504817975;1.10985000825939;cg;2013-08-11
5751;0.0646732011742123;0.669829583590056;tg;2013-08-11
3282;0.0646081711788441;0.784527792885964;tg;2013-08-11
4809;0.0644404685242275;0.736462497419743;tg;2013-08-11
1439;0.0643055851632606;0.987550057864359;tg;2013-08-11
14575;0.0642743770009072;0.413192423577261;tg;2013-08-11
1098;0.0642554859553566;0.894987125806753;cg;2013-08-11
10706;0.0641742227411857;1.85646858644144;tg;2013-08-11
12852;0.0641599581248549;1.03114218414945;tg;2013-08-11
13478;0.0639550712968068;1.25626032904442;tg;2013-08-11
8567;0.0638787708631202;0.821298482525831;tg;2013-08-11
151;0.0638101714405937;1.41293951047029;tg;2013-08-11
9263;0.0637071458330777;1.31964802082804;tg;2013-08-11
7951;0.0637065144988165;0.887340737662087;tg;2013-08-11
14074;0.0636739379534182;1.61458914096168;tg;2013-08-11
8645;0.0634051223419858;0.996366208231205;tg;2013-08-11
5851;0.0633977831253274;1.13210327009513;tg;2013-08-11
1158;0.0633694732298819;1.24475750987268;tg;2013-08-11
869;0.0633588706070246;0.746729546439933;cg;2013-08-11
5758;0.063246358292572;0.81316746376164;tg;2013-08-11
14583;0.0632459159436227;1.01645222052251;tg;2013-08-11
12568;0.063242509139296;0.971224247496331;tg;2013-08-11
195;0.0630811670982399;0.878630541725485;tg;2013-08-11
8025;0.0630615318532643;1.17114273441776;tg;2013-08-11
6776;0.0628591140217395;1.30208164759317;tg;2013-08-11
6935;0.06282488571797;1.07699804087949;tg;2013-08-11
4758;0.0626649115293604;1.40996050941061;cg;2013-08-11
527;0.0626329170548699;1.3868717347864;tg;2013-08-11
424;0.0625296413042036;1.18359678182957;cg;2013-08-11
12842;0.0625133066146776;1.1609614085583;tg;2013-08-11
427;0.0624496206371725;0.936744309557588;tg;2013-08-11
10524;0.0623964654583833;0.490257942887297;cg;2013-08-11
7496;0.0623597905086667;1.49218070145738;tg;2013-08-11
4817;0.0622053033680182;0.866431011197397;cg;2013-08-11
7046;0.062190936614591;1.04391929317349;tg;2013-08-11
12539;0.0621560538787993;0.998936580194988;tg;2013-08-11
5527;0.0621353564343205;1.2870895261395;tg;2013-08-11
13414;0.0621133313136258;1.39754995455658;tg;2013-08-11
1834;0.0620961005554714;1.06450458095094;tg;2013-08-11
9422;0.0619276111967338;0.840446151955673;tg;2013-08-11
11597;0.0618619424994204;0.706993628564804;tg;2013-08-11
3739;0.0616435451584999;1.23287090317;tg;2013-08-11
4579;0.061627054982936;0.704309199804983;tg;2013-08-11
11377;0.0616099059018392;2.06833255527603;tg;2013-08-11
13520;0.0615761740468368;1.12156602728167;cg;2013-08-11
12935;0.0615425390756606;0.857199651410987;tg;2013-08-11
9301;0.0614958717339179;0.4172934153373;tg;2013-08-11
9873;0.0614559635255467;0.899890894481219;tg;2013-08-11
9780;0.0614445145756945;0.658334084739584;tg;2013-08-11
11852;0.0613239207625244;0.963661611982526;tg;2013-08-11
12995;0.0612167750259807;1.18060923264391;tg;2013-08-11
2649;0.0611736406954932;1.33271145800896;tg;2013-08-11
1093;0.0609326522573614;1.28393802970869;tg;2013-08-11
2055;0.0608788416667306;1.00015239881057;tg;2013-08-11
7133;0.0608411348747147;0.630140325488117;tg;2013-08-11
2922;0.0608380231078881;0.543196634891858;tg;2013-08-11
4556;0.0607897974338204;1.15066402285446;tg;2013-08-11
4255;0.0607858036413266;1.04204234813703;tg;2013-08-11
1857;0.060645945709174;0.99632625093643;tg;2013-08-11
8615;0.0606336437633813;1.0177790203139;tg;2013-08-11
5542;0.0605344722746505;1.10259217357399;tg;2013-08-11
2626;0.0605222257056721;0.605222257056721;tg;2013-08-11
12102;0.0604356758321699;0.777030117842184;tg;2013-08-11
12494;0.0604115029090317;1.31610774194676;tg;2013-08-11
13461;0.0603935750900933;0.819627090508409;tg;2013-08-11
535;0.0603578025568754;1.05626154474532;tg;2013-08-11
14251;0.060256824525713;0.538007361836724;tg;2013-08-11
13951;0.0602297701869139;0.752872127336424;tg;2013-08-11
1522;0.0601501539175413;1.33189626531699;tg;2013-08-11
14590;0.0600116214542477;0.793010712073988;tg;2013-08-11
13186;0.0599829300374318;1.19965860074864;tg;2013-08-11
2322;0.0599372777371515;0.663591289232749;tg;2013-08-11
33;0.0599024264248581;1.54034810806778;tg;2013-08-11
14412;0.0598854854374229;1.36881109571252;tg;2013-08-11
9164;0.0598667804741643;1.3470025606687;tg;2013-08-11
5442;0.0598524740571487;0.897787110857231;tg;2013-08-11
4491;0.059752003185719;0.192060010239811;tg;2013-08-11
5880;0.0597306886027616;0.810630773894622;tg;2013-08-11
276;0.0596802242960041;1.15097575428008;tg;2013-08-11
14514;0.0595870624278649;0.915087030142211;cg;2013-08-11
679;0.0595365797972703;1.23325772437203;tg;2013-08-11
2710;0.0594929050192996;0.998630905681101;tg;2013-08-11
10758;0.0594358652698705;1.63448629492144;tg;2013-08-11
12824;0.0594123360245595;0.912403731805735;tg;2013-08-11
10385;0.0593866651742247;0.848380931060354;tg;2013-08-11
12815;0.0593352267886521;0.656925725160077;tg;2013-08-11
12741;0.0592545321649405;1.31206464079511;tg;2013-08-11
14383;0.0592018581582038;0.782310268519121;tg;2013-08-11
14846;0.0591964237695453;0.951371096296264;tg;2013-08-11
2985;0.0590658121019681;1.20241117493292;tg;2013-08-11
12408;0.0589603310175983;1.28449292574053;tg;2013-08-11
9449;0.0589599034769166;1.17919806953833;tg;2013-08-11
7753;0.0589418911951228;0.505216210243909;tg;2013-08-11
14091;0.0588260850938967;0.88239127640845;cg;2013-08-11
10408;0.0588169964363923;0.714206385299049;tg;2013-08-11
3689;0.0587138582138139;1.34203104488717;cg;2013-08-11
9589;0.0586944178024102;1.63505878163857;tg;2013-08-11
4396;0.0586238137761369;0.963105512036535;tg;2013-08-11
3359;0.0586128258866234;0.732660323582793;tg;2013-08-11
11847;0.0584979827137202;0.98193042412316;tg;2013-08-11
12945;0.0584610966725294;0.521974077433299;tg;2013-08-11
374;0.0583736525142483;1.06323438508095;tg;2013-08-11
439;0.0583270242216165;1.02072292387829;tg;2013-08-11
513;0.0582059703049278;1.01860448033624;tg;2013-08-11
14133;0.0581681625526919;1.03871718844093;tg;2013-08-11
5085;0.0581168515162178;1.45292128790545;tg;2013-08-11
7914;0.0581083636669616;0.975390390123999;tg;2013-08-11
14905;0.058083762121446;0.788279628791053;tg;2013-08-11
629;0.0580360950245364;0.414543535889546;tg;2013-08-11
5338;0.0580085671972728;0.745824435393508;tg;2013-08-11
1948;0.0579303652726141;0.931023727595584;tg;2013-08-11
2575;0.0579032311753475;0.971947094729046;tg;2013-08-11
5056;0.0578853376467445;1.0543400785657;cg;2013-08-11
4784;0.0577829971546292;0.495282832753964;tg;2013-08-11
5839;0.0577534679802577;1.1138168824764;cg;2013-08-11
6186;0.0577459848273476;1.03117830048835;tg;2013-08-11
14160;0.0577373155871081;0.74233691469139;tg;2013-08-11
11230;0.0576942670705638;0.618152861470326;tg;2013-08-11
8642;0.0576812873869133;0.844618851022659;tg;2013-08-11
2868;0.0576601807376425;1.42091159674905;tg;2013-08-11
7263;0.0575722280185309;1.00751399032429;tg;2013-08-11
7660;0.0575213535189494;0.924450324411686;tg;2013-08-11
7794;0.0574094660388762;1.10718255932118;tg;2013-08-11
4266;0.0574059708419165;0.63556610574979;tg;2013-08-11
12739;0.0572816703975123;1.00242923195647;cg;2013-08-11
9692;0.0572745007099727;0.777296795349629;cg;2013-08-11
