msisdn;churn_postpaid_propensity_score;target;delivery_date
10950;0.0870275589994368;tg;2013-05-23
6411;0.0866920908086271;tg;2013-05-23
5105;0.0866624352260787;cg;2013-05-23
12356;0.0861680711524196;cg;2013-05-23
13677;0.08588866131889;cg;2013-05-23
4601;0.0856477543730875;tg;2013-05-23
5713;0.0854423904031062;tg;2013-05-23
10287;0.0854024156923282;tg;2013-05-23
11489;0.0853788339498145;tg;2013-05-23
1272;0.0853074184745005;tg;2013-05-23
9791;0.0849601569718742;cg;2013-05-23
8172;0.0849281077841752;tg;2013-05-23
9886;0.0845208957443046;tg;2013-05-23
12056;0.0844373822496389;tg;2013-05-23
12519;0.0841264310839217;cg;2013-05-23
2751;0.0837862492956934;tg;2013-05-23
13277;0.0828305708083067;tg;2013-05-23
2373;0.0824551474075432;tg;2013-05-23
9502;0.082398729218531;tg;2013-05-23
6576;0.0821068503300216;tg;2013-05-23
10548;0.0820283067433895;tg;2013-05-23
1446;0.0819617036050769;tg;2013-05-23
13854;0.0819482223481904;tg;2013-05-23
1863;0.0814357066894071;tg;2013-05-23
11765;0.0811823379010969;tg;2013-05-23
14248;0.0810947738015152;tg;2013-05-23
547;0.0810864863214534;cg;2013-05-23
12954;0.0808495453850019;tg;2013-05-23
11002;0.0807330572189983;tg;2013-05-23
8050;0.0806189745173098;cg;2013-05-23
10665;0.0798078782961432;tg;2013-05-23
14789;0.0797293785365078;tg;2013-05-23
11189;0.0795357003995879;tg;2013-05-23
8020;0.0791966563712987;tg;2013-05-23
6819;0.0791847159537147;tg;2013-05-23
13153;0.0788383197457721;tg;2013-05-23
7850;0.0784381105867982;tg;2013-05-23
1753;0.0782797795583746;tg;2013-05-23
4;0.0782624911817689;tg;2013-05-23
11283;0.0782008100098354;tg;2013-05-23
3167;0.0780288153813604;tg;2013-05-23
5087;0.0779184790117583;cg;2013-05-23
5210;0.0778914492839143;tg;2013-05-23
11696;0.0776475660815999;tg;2013-05-23
11402;0.077491294755539;tg;2013-05-23
735;0.0773627148799306;tg;2013-05-23
1788;0.0770703689966716;tg;2013-05-23
10789;0.0769617285191715;tg;2013-05-23
11794;0.0767288689371561;tg;2013-05-23
11407;0.0765774477071024;tg;2013-05-23
11775;0.0763845932491388;tg;2013-05-23
12442;0.076209131568542;tg;2013-05-23
12914;0.0762083169165141;tg;2013-05-23
4268;0.0761418273856307;tg;2013-05-23
14526;0.075850777838245;tg;2013-05-23
9918;0.075497702436237;cg;2013-05-23
359;0.0753769308765527;cg;2013-05-23
10616;0.0752098188467157;tg;2013-05-23
3882;0.0751930215030957;tg;2013-05-23
14469;0.074938783726869;cg;2013-05-23
12111;0.0747171423875177;tg;2013-05-23
11414;0.0746206345490433;cg;2013-05-23
14047;0.0744164264131383;tg;2013-05-23
11182;0.07429311286708;tg;2013-05-23
13598;0.0741784554957015;tg;2013-05-23
1045;0.074176734678086;tg;2013-05-23
1923;0.0740514794004665;tg;2013-05-23
8032;0.0739415603293167;tg;2013-05-23
2554;0.0735800433979538;tg;2013-05-23
2390;0.0734985566489642;tg;2013-05-23
14463;0.0734449104234631;tg;2013-05-23
13445;0.0734027862628874;cg;2013-05-23
3947;0.0733586014618101;tg;2013-05-23
296;0.0733446091802909;tg;2013-05-23
2330;0.0732012852754019;tg;2013-05-23
11491;0.0727496383634647;tg;2013-05-23
4740;0.0726852795577103;tg;2013-05-23
9072;0.0726205779387538;cg;2013-05-23
4575;0.0724483150526357;cg;2013-05-23
13275;0.0723568332505123;tg;2013-05-23
5635;0.0723260930548881;tg;2013-05-23
4476;0.0722537790566655;tg;2013-05-23
13453;0.072242512186811;tg;2013-05-23
1997;0.072148238308148;tg;2013-05-23
12132;0.0721423171403156;tg;2013-05-23
2002;0.0720824005434763;tg;2013-05-23
14632;0.0719171211164209;tg;2013-05-23
5885;0.0718068922625552;tg;2013-05-23
13515;0.071757584191341;tg;2013-05-23
5614;0.0716693234465679;tg;2013-05-23
1070;0.0714479886523221;tg;2013-05-23
14413;0.0713620410863133;tg;2013-05-23
12743;0.0712686174812075;tg;2013-05-23
14979;0.071188275584433;tg;2013-05-23
13066;0.0711687574457049;tg;2013-05-23
9924;0.0711502043552816;tg;2013-05-23
13813;0.0711445947093749;tg;2013-05-23
9678;0.0710919634892027;tg;2013-05-23
8031;0.0710428019277737;cg;2013-05-23
3309;0.0710038897583708;tg;2013-05-23
12558;0.0706760894011394;cg;2013-05-23
2546;0.0705296627242714;tg;2013-05-23
5366;0.0704932419307922;tg;2013-05-23
12297;0.0703891355625955;tg;2013-05-23
9784;0.070355066163561;tg;2013-05-23
13602;0.0702928378675695;tg;2013-05-23
1523;0.0699497239893349;tg;2013-05-23
1224;0.0698191579808682;tg;2013-05-23
9608;0.0698113104364214;tg;2013-05-23
5833;0.0694210715696302;tg;2013-05-23
11357;0.0693613856020331;tg;2013-05-23
9807;0.0691128641635655;tg;2013-05-23
3684;0.0690145157556562;tg;2013-05-23
3795;0.068969190025595;tg;2013-05-23
4512;0.0689425762968678;tg;2013-05-23
11820;0.0688880565893179;tg;2013-05-23
10989;0.0688585605955283;tg;2013-05-23
3793;0.0688517410669474;tg;2013-05-23
3749;0.0688274992712595;tg;2013-05-23
1511;0.0686192023355683;tg;2013-05-23
9611;0.0685856371900813;tg;2013-05-23
9363;0.0685630100104284;tg;2013-05-23
5907;0.0684972330872513;tg;2013-05-23
10673;0.0684020840696871;tg;2013-05-23
1845;0.0683070680603271;tg;2013-05-23
10691;0.068300667180206;tg;2013-05-23
3889;0.0682939355693302;tg;2013-05-23
3369;0.0682714141569376;tg;2013-05-23
13429;0.0681782726067284;tg;2013-05-23
5437;0.0680722000422234;cg;2013-05-23
9309;0.0679765294974208;tg;2013-05-23
11739;0.0677742784206705;tg;2013-05-23
9146;0.0677192726375172;tg;2013-05-23
9247;0.0675991360907032;tg;2013-05-23
10326;0.0675685588035478;tg;2013-05-23
11561;0.0674565408361376;tg;2013-05-23
721;0.0674082077631997;cg;2013-05-23
12786;0.0673849843256795;tg;2013-05-23
14409;0.067017782558268;tg;2013-05-23
14510;0.0669675255033656;tg;2013-05-23
12405;0.0668401153733433;tg;2013-05-23
4205;0.0668383598195519;tg;2013-05-23
14581;0.0666621676861349;tg;2013-05-23
11022;0.0665527889301583;tg;2013-05-23
2930;0.0665142889015799;tg;2013-05-23
13979;0.0665065522343896;tg;2013-05-23
717;0.0664241745154853;tg;2013-05-23
6709;0.0661049352939377;tg;2013-05-23
7214;0.0661039895969802;tg;2013-05-23
30;0.0660879675522459;cg;2013-05-23
9504;0.0659799390965385;tg;2013-05-23
5005;0.065823430165182;tg;2013-05-23
3485;0.0657632422090372;tg;2013-05-23
10943;0.0657507153658482;tg;2013-05-23
3917;0.0657203949475308;tg;2013-05-23
10909;0.0657075137178412;tg;2013-05-23
9525;0.0656031790866558;tg;2013-05-23
2450;0.0655755885278564;tg;2013-05-23
7372;0.065561348524582;cg;2013-05-23
3037;0.0655588859836042;cg;2013-05-23
2403;0.065557871056241;tg;2013-05-23
6934;0.065533156040217;tg;2013-05-23
14991;0.0654629571165638;tg;2013-05-23
4881;0.0654352505889596;cg;2013-05-23
9523;0.0653878382832083;tg;2013-05-23
8700;0.0653738815800169;tg;2013-05-23
12207;0.065369840488965;tg;2013-05-23
6226;0.0653483146437765;cg;2013-05-23
1653;0.0653085516208618;tg;2013-05-23
12348;0.0653041266662036;tg;2013-05-23
1288;0.0652760793807522;tg;2013-05-23
10694;0.0652023436842718;tg;2013-05-23
10418;0.0651917635480025;cg;2013-05-23
1030;0.0651637956719145;tg;2013-05-23
14829;0.0651526339946218;tg;2013-05-23
10256;0.0651402031483482;cg;2013-05-23
7322;0.0650932113213523;cg;2013-05-23
8044;0.0650774888076916;tg;2013-05-23
3756;0.0650442699023108;tg;2013-05-23
3514;0.0650003716359005;cg;2013-05-23
4136;0.0649930070669471;tg;2013-05-23
4555;0.0649487213075457;tg;2013-05-23
14496;0.0648507862525491;tg;2013-05-23
7967;0.0647446262406125;tg;2013-05-23
5860;0.0647334112701144;cg;2013-05-23
4802;0.0646523957178126;tg;2013-05-23
14822;0.0644397134707737;tg;2013-05-23
13511;0.0644353350794078;tg;2013-05-23
8555;0.0644203260349594;tg;2013-05-23
12817;0.0643603401646748;tg;2013-05-23
5801;0.0643503742134657;tg;2013-05-23
14511;0.0641544621789762;tg;2013-05-23
10494;0.0639930109679568;cg;2013-05-23
9476;0.0639575334572169;tg;2013-05-23
3743;0.0639527745657362;tg;2013-05-23
11891;0.0638965319941414;cg;2013-05-23
2073;0.0638330833881428;cg;2013-05-23
251;0.0637916327125298;tg;2013-05-23
4589;0.0635849965631064;tg;2013-05-23
10093;0.0635683039580551;tg;2013-05-23
6126;0.0635379446391569;tg;2013-05-23
5500;0.0634195991043593;tg;2013-05-23
5250;0.0632807457386588;cg;2013-05-23
12471;0.063231411752715;tg;2013-05-23
1133;0.0631389625000925;tg;2013-05-23
4668;0.0631014471055601;tg;2013-05-23
7062;0.0630450068676917;tg;2013-05-23
12332;0.0630360903557517;tg;2013-05-23
12628;0.0627042492181517;tg;2013-05-23
6777;0.0626952614964234;tg;2013-05-23
7413;0.0626387961484147;tg;2013-05-23
8885;0.0626131517143376;tg;2013-05-23
8976;0.06258471683724;cg;2013-05-23
14040;0.0623768376304499;tg;2013-05-23
5612;0.0623663347336018;tg;2013-05-23
7664;0.0623026206240977;tg;2013-05-23
11100;0.0622979009563229;tg;2013-05-23
457;0.062290607012428;tg;2013-05-23
6809;0.0622167649325652;tg;2013-05-23
3043;0.0621960732090927;tg;2013-05-23
8994;0.0621879140476881;tg;2013-05-23
23;0.0621400852089192;tg;2013-05-23
10915;0.0619501024183407;tg;2013-05-23
9137;0.0618283324332991;tg;2013-05-23
10123;0.0614809669291999;cg;2013-05-23
9246;0.0614073029587767;cg;2013-05-23
726;0.0614032753234162;tg;2013-05-23
1368;0.0613253800228038;tg;2013-05-23
14428;0.0612743626125737;tg;2013-05-23
6015;0.0612281310076753;cg;2013-05-23
7966;0.0611020065945774;tg;2013-05-23
5255;0.0609897684953292;tg;2013-05-23
13205;0.0609484330400945;tg;2013-05-23
12420;0.0608084012603393;tg;2013-05-23
186;0.0607965882686083;tg;2013-05-23
11006;0.0607496098262436;tg;2013-05-23
2534;0.0607392203457593;tg;2013-05-23
7976;0.0607300890453907;tg;2013-05-23
575;0.0603741180276637;tg;2013-05-23
3741;0.0598720433413829;tg;2013-05-23
5183;0.0598160138996247;tg;2013-05-23
4304;0.0598080029630225;cg;2013-05-23
5413;0.0597286432952771;tg;2013-05-23
2100;0.0596784396937402;tg;2013-05-23
9956;0.0595445069402207;tg;2013-05-23
3216;0.0594147719718185;tg;2013-05-23
9177;0.0592569759396402;tg;2013-05-23
473;0.059202978391563;tg;2013-05-23
8743;0.059169234420058;tg;2013-05-23
12916;0.0589829252486992;tg;2013-05-23
5475;0.0587952684448885;tg;2013-05-23
4013;0.0584514795095617;tg;2013-05-23
1162;0.0584476353463813;tg;2013-05-23
3606;0.0580490989792803;tg;2013-05-23
14973;0.0574855872938229;tg;2013-05-23
12043;0.0574073761621453;tg;2013-05-23
11702;0.0573046051635616;tg;2013-05-23
8501;0.0571272723642593;tg;2013-05-23
12377;0.0569967255249548;cg;2013-05-23
8122;0.0569511846119892;tg;2013-05-23
9902;0.0567585644840524;tg;2013-05-23
12064;0.0566513954365028;tg;2013-05-23
10585;0.0565817211376021;tg;2013-05-23
14459;0.0565760564374501;tg;2013-05-23
8215;0.0565629485648673;tg;2013-05-23
2776;0.0563752312132691;tg;2013-05-23
11789;0.0562179261061262;cg;2013-05-23
13148;0.0559992672583532;tg;2013-05-23
7457;0.055920059554359;cg;2013-05-23
3426;0.0558803277130417;tg;2013-05-23
2639;0.0557261441878239;tg;2013-05-23
2702;0.0557073791134702;tg;2013-05-23
880;0.0556941843212102;tg;2013-05-23
4844;0.0553381116123917;tg;2013-05-23
6860;0.0550092318852067;tg;2013-05-23
212;0.0546216410372299;tg;2013-05-23
4628;0.0543787348688063;tg;2013-05-23
8192;0.0536874412612567;tg;2013-05-23
11921;0.0535535213673447;tg;2013-05-23
10008;0.0533871775974053;tg;2013-05-23
3429;0.053373113062559;tg;2013-05-23
9788;0.0530795014690897;tg;2013-05-23
5200;0.0529691150563049;cg;2013-05-23
6204;0.0528576919217811;tg;2013-05-23
6556;0.0528257158297735;tg;2013-05-23
2171;0.0527165566809847;tg;2013-05-23
3405;0.0526900267114899;tg;2013-05-23
5346;0.0524137907133545;cg;2013-05-23
5239;0.0522699429758761;tg;2013-05-23
2019;0.0521772889489355;tg;2013-05-23
14066;0.0521175913526649;tg;2013-05-23
13584;0.0520284107244373;tg;2013-05-23
11937;0.0519844059968307;tg;2013-05-23
1528;0.0519497563560048;tg;2013-05-23
2764;0.0517910407080629;tg;2013-05-23
7842;0.0517485657028859;tg;2013-05-23
5929;0.0515945873650279;cg;2013-05-23
13993;0.0513913368628673;tg;2013-05-23
148;0.0513342494845328;tg;2013-05-23
6079;0.0513222354710933;cg;2013-05-23
266;0.0509839955450217;tg;2013-05-23
3655;0.0509783825821319;tg;2013-05-23
4364;0.0508651371777836;tg;2013-05-23
7452;0.0508506259406592;tg;2013-05-23
10009;0.050820629631153;tg;2013-05-23
12059;0.0507654747705163;tg;2013-05-23
7539;0.0507632760712614;tg;2013-05-23
5926;0.0507181169050304;tg;2013-05-23
12090;0.0506466186040198;tg;2013-05-23
9313;0.0506343098671714;tg;2013-05-23
10037;0.0504559021084327;tg;2013-05-23
3030;0.0503461667852143;cg;2013-05-23
1157;0.0502548167667717;tg;2013-05-23
966;0.0501310186386536;tg;2013-05-23
8970;0.0500780894111632;cg;2013-05-23
1008;0.0499792731491853;tg;2013-05-23
12055;0.0499578388899584;tg;2013-05-23
8945;0.0495110353472057;tg;2013-05-23
9672;0.0493457095373668;tg;2013-05-23
4088;0.0491760587251842;tg;2013-05-23
13299;0.0491079388601465;tg;2013-05-23
3758;0.0489100080966615;tg;2013-05-23
916;0.0486699683276636;tg;2013-05-23
6984;0.0482732248476155;tg;2013-05-23
8878;0.0482697399354204;tg;2013-05-23
7386;0.0482252049766791;tg;2013-05-23
553;0.0481433271618381;tg;2013-05-23
13043;0.0480261205264479;tg;2013-05-23
13941;0.0478869261169772;cg;2013-05-23
3034;0.0478863159775304;tg;2013-05-23
7908;0.0478143052303761;cg;2013-05-23
13767;0.0476573541453692;tg;2013-05-23
1391;0.0474613457716335;tg;2013-05-23
5531;0.0473864141074226;tg;2013-05-23
9321;0.0471631842507009;tg;2013-05-23
14498;0.047061567768582;cg;2013-05-23
4496;0.0468669447110123;tg;2013-05-23
9101;0.0465466362433482;tg;2013-05-23
7834;0.0464795274549972;tg;2013-05-23
2911;0.0464517927710073;tg;2013-05-23
8644;0.0463709124673192;tg;2013-05-23
1041;0.046240520565602;tg;2013-05-23
13803;0.0460276722740551;tg;2013-05-23
108;0.0460131343690373;tg;2013-05-23
7127;0.0459060851505221;tg;2013-05-23
2557;0.0458877093281359;cg;2013-05-23
8931;0.045837600220924;tg;2013-05-23
7812;0.0457742106067658;tg;2013-05-23
9845;0.0456898211032882;tg;2013-05-23
9062;0.0456850422538059;tg;2013-05-23
8986;0.0456437867577715;tg;2013-05-23
4905;0.0455952062074216;tg;2013-05-23
542;0.0455625078593843;cg;2013-05-23
1878;0.0454949873756041;tg;2013-05-23
3878;0.0452751512999775;cg;2013-05-23
7428;0.0452179039048547;cg;2013-05-23
4901;0.0447997889873394;tg;2013-05-23
9479;0.044753796813868;tg;2013-05-23
9275;0.044751613638928;cg;2013-05-23
12850;0.0445769705619427;tg;2013-05-23
5017;0.0444173693025877;tg;2013-05-23
4645;0.0443869104501926;cg;2013-05-23
11195;0.0438988994099942;cg;2013-05-23
11300;0.0438129534878456;tg;2013-05-23
11600;0.0437987204221121;tg;2013-05-23
235;0.0437449097452144;tg;2013-05-23
12451;0.0436751648972266;tg;2013-05-23
7176;0.0436278994782671;tg;2013-05-23
5965;0.0434961164407563;tg;2013-05-23
6161;0.0434473219024646;cg;2013-05-23
12745;0.043421928489199;tg;2013-05-23
7622;0.043412817369421;tg;2013-05-23
9953;0.0433760422859932;cg;2013-05-23
5496;0.0431626151046838;tg;2013-05-23
10906;0.0429499748831764;tg;2013-05-23
1400;0.0428605639241877;tg;2013-05-23
9779;0.0421070379311984;tg;2013-05-23
432;0.0420810083342478;cg;2013-05-23
8297;0.0420530278122671;tg;2013-05-23
1010;0.0419417197890566;tg;2013-05-23
1175;0.0418244723922089;tg;2013-05-23
5251;0.0415604676074284;tg;2013-05-23
11276;0.0415110393606173;tg;2013-05-23
12737;0.0413314364421411;tg;2013-05-23
3019;0.0411883880933836;tg;2013-05-23
13409;0.041055578461171;tg;2013-05-23
2902;0.0408861612446064;tg;2013-05-23
7023;0.0405052665521825;tg;2013-05-23
10532;0.0404657450591454;cg;2013-05-23
13690;0.0399466297897751;tg;2013-05-23
2691;0.0398473602467915;tg;2013-05-23
6421;0.0397194935018129;tg;2013-05-23
137;0.0397107322451783;cg;2013-05-23
9625;0.0395047039132995;tg;2013-05-23
2346;0.0394680379990336;tg;2013-05-23
14645;0.0392356581839195;tg;2013-05-23
4870;0.0390466234779733;tg;2013-05-23
12858;0.0388423254961316;tg;2013-05-23
3556;0.0388208446160218;tg;2013-05-23
14610;0.0387737897193182;tg;2013-05-23
4630;0.0387343059833033;tg;2013-05-23
13207;0.0381468752013543;tg;2013-05-23
7575;0.0378642472390782;tg;2013-05-23
867;0.0376314082631212;tg;2013-05-23
8638;0.0374973392472292;tg;2013-05-23
2361;0.0373501735825536;tg;2013-05-23
3300;0.0373187798045713;cg;2013-05-23
14960;0.0372817425087417;tg;2013-05-23
5356;0.0372158123949327;tg;2013-05-23
9393;0.037124905453;tg;2013-05-23
5259;0.0368139697298539;tg;2013-05-23
13858;0.0368091385137351;tg;2013-05-23
3620;0.0367211859986147;tg;2013-05-23
1591;0.0367072935544393;tg;2013-05-23
6227;0.036575344018174;tg;2013-05-23
11833;0.0364695709341155;tg;2013-05-23
1778;0.0364286726817962;tg;2013-05-23
10833;0.0363952541790208;cg;2013-05-23
5855;0.0362816728355252;tg;2013-05-23
7204;0.0362172573403452;cg;2013-05-23
497;0.0359480774700624;cg;2013-05-23
14654;0.0358134429340409;tg;2013-05-23
3240;0.0352754196233606;cg;2013-05-23
1198;0.03515229444812;cg;2013-05-23
10305;0.0350780147930343;tg;2013-05-23
6647;0.0350640435487789;tg;2013-05-23
4339;0.034850378166313;tg;2013-05-23
10814;0.0347758551188361;tg;2013-05-23
5545;0.0346488994857253;tg;2013-05-23
4605;0.0342018472585835;tg;2013-05-23
5206;0.0341235415918323;tg;2013-05-23
2374;0.0340461864027146;tg;2013-05-23
7265;0.0340092367477708;tg;2013-05-23
14053;0.0339810260677692;tg;2013-05-23
67;0.0339438525632832;tg;2013-05-23
6465;0.0338402842738806;cg;2013-05-23
14904;0.0338109990880222;tg;2013-05-23
2097;0.0336957618119673;tg;2013-05-23
613;0.033469098043532;tg;2013-05-23
1982;0.0333103348416267;tg;2013-05-23
7568;0.0331800341765656;tg;2013-05-23
7759;0.0331723110178808;tg;2013-05-23
10322;0.0331285899092798;tg;2013-05-23
14029;0.0329628616490332;cg;2013-05-23
2114;0.0328656641158237;cg;2013-05-23
4978;0.0326047916739366;cg;2013-05-23
10488;0.0325774830137539;tg;2013-05-23
11387;0.0325654708045199;cg;2013-05-23
2185;0.0324061968430877;tg;2013-05-23
11026;0.0321524389596068;tg;2013-05-23
1128;0.0320538065246325;tg;2013-05-23
4064;0.0318778654100209;tg;2013-05-23
904;0.0318580761509497;tg;2013-05-23
5616;0.0318195546245576;tg;2013-05-23
4165;0.0316326433212986;tg;2013-05-23
8468;0.0316204684531967;tg;2013-05-23
11697;0.0314924986776584;tg;2013-05-23
2040;0.0314464565681839;cg;2013-05-23
1242;0.0314209793995514;cg;2013-05-23
4393;0.0313860494863259;tg;2013-05-23
8074;0.031264017931954;tg;2013-05-23
6246;0.0311149563955634;tg;2013-05-23
8799;0.0309359041608034;tg;2013-05-23
10935;0.0308704678241423;tg;2013-05-23
1515;0.0307516410233888;tg;2013-05-23
8864;0.0306699260352162;tg;2013-05-23
2216;0.0306161775131807;tg;2013-05-23
2489;0.030531025214672;tg;2013-05-23
7302;0.0304596330256963;cg;2013-05-23
4602;0.0304383088385401;tg;2013-05-23
3721;0.0303675742122876;tg;2013-05-23
12869;0.0302524698550482;tg;2013-05-23
5905;0.0301539936341844;tg;2013-05-23
7763;0.0301154263171301;tg;2013-05-23
5237;0.0299371438281714;tg;2013-05-23
1080;0.0298192652000014;cg;2013-05-23
12236;0.0296138299903525;tg;2013-05-23
6744;0.0292289673440926;tg;2013-05-23
4537;0.0291805118170253;cg;2013-05-23
8349;0.0291089439316134;tg;2013-05-23
2861;0.0289732156869627;tg;2013-05-23
14384;0.0286467203170767;tg;2013-05-23
13587;0.0286120031502036;tg;2013-05-23
6726;0.0285566241071691;cg;2013-05-23
7443;0.0285122371423429;tg;2013-05-23
13781;0.0284746150923951;tg;2013-05-23
10568;0.0283650887214412;tg;2013-05-23
5572;0.0282692540630621;tg;2013-05-23
3802;0.0282679021943103;tg;2013-05-23
7947;0.028249319111423;tg;2013-05-23
444;0.0282108569797862;tg;2013-05-23
13098;0.0281790304216512;tg;2013-05-23
612;0.0279096359765993;cg;2013-05-23
12929;0.0279041450732433;tg;2013-05-23
8817;0.0278700713016939;cg;2013-05-23
13303;0.027654865330927;tg;2013-05-23
11747;0.0274109763066747;cg;2013-05-23
770;0.0274045164513468;tg;2013-05-23
10855;0.0273986783433812;tg;2013-05-23
12931;0.0273438301660009;tg;2013-05-23
14531;0.0272557065947203;cg;2013-05-23
280;0.0268852535413566;tg;2013-05-23
11534;0.0268819108088833;tg;2013-05-23
773;0.0268597494754214;cg;2013-05-23
8618;0.026856877923079;tg;2013-05-23
13308;0.026698388413501;cg;2013-05-23
12649;0.0266807622228972;tg;2013-05-23
11986;0.0265530302143895;tg;2013-05-23
4453;0.0265487011934589;cg;2013-05-23
13385;0.0265374260384043;tg;2013-05-23
